Sentence	MOR_Tier	Error_Flag
it's gonna catch the rabbit .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adv|gonna verb|catch-Inf-S det|the-Def-Art noun|rabbit-Acc .	No_Error_Present
I wanna go to school .	pron|I-Prs-Nom-S1 aux|wanna-Fin-S verb|go-Inf-S adp|to noun|school .	No_Error_Present
I don't know where xxx .	pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|know-Inf-S adv|where .	No_Error_Present
I don't know a snail .	pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|know-Inf-S det|a-Ind-Art noun|snail-Acc .	No_Error_Present
I don't like horses .	pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|like-Inf-S noun|horse-Plur-Acc .	No_Error_Present
where's it gone ?	adv|where~aux|be-Fin-Ind-Pres-S3 pron|it-Prs-Nom-S3 adj|gone-S1 ?	No_Error_Present
it's gone .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adj|gone-S1 .	No_Error_Present
don't like them horses .	aux|do-Fin-Imp-S~part|not verb|like-Fin-Imp-S pron|they-Prs-Acc-P3 noun|horse-Plur-Acc .	No_Error_Present
I wanna go to bed upstairs now .	pron|I-Prs-Nom-S1 aux|wanna-Fin-S1 verb|go-Fin-Pres-S adp|to noun|bed adv|upstairs adv|now .	No_Error_Present
don't like them .	aux|do-Fin-Imp-S~part|not verb|like-Fin-Imp-S pron|they-Prs-Acc-P3 .	No_Error_Present
I've got one in my cupboard .	pron|I-Prs-Nom-S1~aux|have-Fin-Ind-Pres-S1 verb|get-Part-Past-S-irr num|one adp|in pron|my-Prs-Gen-S1 noun|cupboard .	No_Error_Present
I can do that .	pron|I-Prs-Nom-S1 aux|can-Fin-S verb|do-Inf-S pron|that-Dem .	No_Error_Present
I do fishing one .	pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1 verb|fishing-Part-Pres-S num|one .	No_Error_Present
we can draw the rabbit .	pron|we-Prs-Nom-P1 aux|can-Fin-S verb|draw-Inf-S det|the-Def-Art noun|rabbit-Acc .	No_Error_Present
that's mine not yours .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 pron|my-Prs-S1 part|not pron|your-Prs-S2 .	No_Error_Present
you can do the flower .	pron|you-Prs-Nom-S2 aux|can-Fin-S verb|do-Inf-S det|the-Def-Art noun|flower-Acc .	No_Error_Present
&-er that's a xxx line .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|line .	No_Error_Present
that's a caterpillar one with the xxx .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|caterpillar noun|one adp|with det|the-Def-Art .	No_Error_Present
one has got (.) here you are caterpillar .	pron|one-Prs-S3 aux|have-Fin-Ind-Pres-S3 verb|get-Part-Past-S-irr adv|here pron|you-Prs-Nom-S2 aux|be-Fin-Ind-Pres-S2 noun|caterpillar .	No_Error_Present
hafta rub it over .	intj|hafta verb|rub-Fin-Imp-S pron|it-Prs-Acc-S3 adv|over .	No_Error_Present
there we are .	pron|there-Int-S1 pron|we-Prs-Nom-P1 aux|be-Fin-Ind-Pres-P1 .	No_Error_Present
hafta rub it over now .	intj|hafta verb|rub-Fin-Imp-S pron|it-Prs-Acc-S3 adp|over adv|now .	No_Error_Present
must to do like that .	aux|must-Fin-S part|to verb|do-Inf-S adp|like pron|that-Dem .	No_Error_Present
you're allowed to do that .	pron|you-Prs-Nom-S2~aux|be-Fin-Ind-Pres-S2 verb|allow-Part-Past-S part|to verb|do-Inf-S pron|that-Dem .	No_Error_Present
don't do like that .	aux|do-Fin-Imp-S~part|not verb|do-Fin-Imp-S adp|like pron|that-Dem .	No_Error_Present
here's the house .	adv|here~aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|house .	No_Error_Present
is a house xxx .	aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|house .	No_Error_Present
that xxx go there .	pron|that-Dem verb|go-Fin-Ind-Pres-P3 adv|there .	No_Error_Present
star on it (.) it's got a star on it .	noun|star adp|on pron|it-Prs-Acc-S3 pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|get-Part-Past-S-irr det|a-Ind-Art noun|star-Acc adp|on pron|it-Prs-Acc-S3 .	No_Error_Present
oh look there's rub xxx there .	intj|oh verb|look-Fin-Imp-S pron|there-Int-S1~aux|be-Fin-Ind-Pres-S3 verb|rub-Inf-S adv|there .	No_Error_Present
that's not right .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 part|not adj|right-S1 .	No_Error_Present
that's not right . [+ srp]	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 part|not adj|right-S1 .	No_Error_Present
no that's xxx .	intj|no pron|that-Dem~aux|be-Fin-Ind-Pres-S3 .	No_Error_Present
that's not right .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 part|not adj|right-S1 .	No_Error_Present
there &~aw it's not working .	pron|there-Dem-S1 pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 part|not verb|work-Part-Pres-S .	No_Error_Present
that's &-er do the snail .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 verb|do-Inf-S det|the-Def-Art noun|snail-Acc .	No_Error_Present
it's got snail on it .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|get-Part-Past-S-irr noun|snail-Acc adp|on pron|it-Prs-Acc-S3 .	No_Error_Present
it's got xxx .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|get-Part-Past-S-irr .	No_Error_Present
can't push it .	aux|can-Fin-S~part|not verb|push-Fin-Imp-S pron|it-Prs-Acc-S3 .	No_Error_Present
&~aw this is not right .	pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 part|not adj|right-S1 .	No_Error_Present
I don't know .	pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|know-Inf-S .	No_Error_Present
look that's not right .	verb|look-Fin-Imp-S pron|that-Dem~aux|be-Fin-Ind-Pres-S3 part|not adj|right-S1 .	No_Error_Present
that's not right xxx .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 part|not adj|right-S1 .	No_Error_Present
no it's a bear .	intj|no pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|bear .	No_Error_Present
just rubbed it out .	adv|just verb|rub-Fin-Ind-Past-S3 pron|it-Prs-Acc-S3 adp|out .	No_Error_Present
one goes there .	pron|one-Prs-S3 verb|go-Fin-Ind-Pres-S3 adv|there .	No_Error_Present
one goes (.) there oops .	pron|one-Prs-S3 verb|go-Fin-Ind-Pres-S3 adv|there adv|oops .	No_Error_Present
xxx school xxx where the xxx .	noun|school adv|where det|the-Def-Art .	No_Error_Present
is at school .	aux|be-Fin-Ind-Pres-S3 adp|at noun|school .	No_Error_Present
what's that ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?	No_Error_Present
and can do it on the lines .	cconj|and aux|can-Fin-S verb|do-Inf-S pron|it-Prs-Acc-S3 adp|on det|the-Def-Art noun|line-Plur .	No_Error_Present
there (.) that's not right .	pron|there-Int-S1 pron|that-Dem~aux|be-Fin-Ind-Pres-S3 part|not adj|right-S1 .	No_Error_Present
now look that's not right .	adv|now verb|look-Fin-Imp-S pron|that-Dem~aux|be-Fin-Ind-Pres-S3 part|not adj|right-S1 .	No_Error_Present
&~aw that [//] that's not right is scribble .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 part|not adj|right-S1 aux|be-Fin-Ind-Pres-S3 noun|scribble .	No_Error_Present
that's &-er do the snake .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 verb|do-Inf-S det|the-Def-Art noun|snake-Acc .	No_Error_Present
no that's not right .	intj|no pron|that-Dem~aux|be-Fin-Ind-Pres-S3 part|not adj|right-S1 .	No_Error_Present
that's not .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 part|not .	No_Error_Present
&~aw that's not +...	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 part|not +...	No_Error_Present
no (.) that's too big .	intj|no pron|that-Dem~aux|be-Fin-Ind-Pres-S3 adv|too adj|big-S1 .	No_Error_Present
no it's xxx big .	intj|no pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adj|big-S1 .	No_Error_Present
what's that ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?	No_Error_Present
what's that ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?	No_Error_Present
that's &-er read the book .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 verb|read-Part-Past-S-irr det|the-Def-Art noun|book-Acc .	No_Error_Present
he's too little .	pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adv|too adj|little-S1 .	No_Error_Present
here's &-er put them back .	adv|here~aux|be-Fin-Ind-Pres-S3 verb|put-Inf-S pron|they-Prs-Acc-P3 adv|back .	No_Error_Present
&~aw that's not right .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 part|not adj|right-S1 .	No_Error_Present
where's the play ?	adv|where~aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|play ?	No_Error_Present
where's the play ?	adv|where~aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|play ?	No_Error_Present
I don't know .	pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|know-Inf-S .	No_Error_Present
he can draw on it .	pron|he-Prs-Nom-S3 aux|can-Fin-S verb|draw-Inf-S adp|on pron|it-Prs-Acc-S3 .	No_Error_Present
&~a:h (.) that's not big .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 part|not adj|big-S1 .	No_Error_Present
&~aw look what [/] what [/] what's that come from ?	verb|look-Fin-Imp-S pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Rel verb|come-Fin-Ind-Pres-S3 adp|from ?	No_Error_Present
what's that ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?	No_Error_Present
what's that ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?	No_Error_Present
I got one at home it's in the cupboard .	pron|I-Prs-Nom-S1 verb|get-Fin-Ind-Past-S1-irr num|one adp|at noun|home pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adp|in det|the-Def-Art noun|cupboard .	No_Error_Present
mhm and it's b(r)oken .	intj|mhm cconj|and pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|break-Part-Past-S-irr .	No_Error_Present
what's in there ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 adp|in adv|there ?	No_Error_Present
I [/] <I want> [//] <I don't> [//] really don't [/] don't like duck duck .	adv|really aux|do-Fin-Imp-S~part|not verb|like-Fin-Imp-S noun|duck noun|duck-Acc .	No_Error_Present
he's <jumping down> [>] .	pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|jump-Part-Pres-S adp|down .	No_Error_Present
up [/] up in the (s)ky .	adv|up adp|in det|the-Def-Art noun|sky .	No_Error_Present
oh look it's gonna get that balloon .	intj|oh verb|look-Fin-Imp-S pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 part|go verb|get-Inf-S det|that-Def-Dem-Sing noun|balloon-Acc .	No_Error_Present
I don't wanna do nothing !	pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not adv|wanna verb|do-Inf-S pron|nothing-Neg-S1 !	No_Error_Present
enough that too big .	adv|enough pron|that-Dem adv|too adj|big-S1 .	No_Error_Present
no I don't know !	intj|no pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|know-Inf-S !	No_Error_Present
I don't know (be)cause Will +/.	pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|know-Inf-S sconj|because propn|Will +/.	No_Error_Present
are you ticklish ?	aux|be-Fin-Ind-Pres-S2 pron|you-Prs-Nom-S2 adj|ticklish-S1 ?	No_Error_Present
I don't know .	pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|know-Inf-S .	No_Error_Present
have you got tights ?	aux|have-Fin-Ind-Pres-S2 pron|you-Prs-Nom-S2 verb|get-Part-Past-S-irr noun|tight-Plur-Acc ?	No_Error_Present
when nursery coming .	adv|when noun|nursery verb|come-Part-Pres-S .	No_Error_Present
no grandma is !	det|no-Def-Neg noun|grandma aux|be-Fin-Ind-Pres-S3 !	No_Error_Present
I don't +/.	pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not +/.	No_Error_Present
no you can't (be)cause my costume not home .	intj|no pron|you-Prs-Nom-S2 aux|can-Fin-S~part|not sconj|because pron|my-Prs-Gen-S1 noun|costume part|not adv|home .	No_Error_Present
I won't .	pron|I-Prs-Nom-S1 aux|will-Fin-S~part|not .	No_Error_Present
I wanna do [/] play train (.) train track .	pron|I-Prs-Nom-S1 aux|wanna-Fin-Ind-Pres-S1 verb|play-Inf-S noun|train noun|train noun|track-Acc .	No_Error_Present
he can real fly .	pron|he-Prs-Nom-S3 aux|can-Fin-S adj|real-S1 verb|fly-Inf-S .	No_Error_Present
&-um don't know what I say now .	aux|do-Fin-Ind-Pres-S1~part|not verb|know-Fin-Imp-S pron|what-Rel-S1 pron|I-Prs-Nom-S1 verb|say-Fin-Ind-Pres-S1 adv|now .	No_Error_Present
long (.) just bit long .	adj|long-S1 adv|just noun|bit adj|long-S1 .	No_Error_Present
I didn't see that .	pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Past-S1-irr~part|not verb|see-Inf-S pron|that-Dem .	No_Error_Present
yeah that [/] that can be our Christmas tree .	intj|yeah pron|that-Dem aux|can-Fin-S aux|be-Inf-S pron|our-Prs-Gen-P1 propn|Christmas noun|tree .	No_Error_Present
can put &~s (.) can put some &-um coins on there .	aux|can-Fin-S verb|put-Inf-S aux|can-Fin-S verb|put-Inf-S det|some-Def-Ind noun|coin-Plur-Acc adp|on adv|there .	No_Error_Present
yeah can put some coins on there .	intj|yeah aux|can-Fin-S verb|put-Inf-S det|some-Def-Ind noun|coin-Plur-Acc adp|on adv|there .	No_Error_Present
left it on (.) think Will left it on .	verb|leave-Fin-Ind-Past-S1-irr pron|it-Prs-Acc-S3 adp|on verb|think-Inf-S aux|will-Fin-S verb|leave-Part-Past-S-irr pron|it-Prs-Acc-S3 adp|on .	No_Error_Present
what is that ?	pron|what-Int-S1 aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?	No_Error_Present
&-um just find it (.) where is it ?	adv|just verb|find-Fin-Imp-S pron|it-Prs-Acc-S3 adv|where aux|be-Fin-Ind-Pres-S3 pron|it-Prs-Nom-S3 ?	No_Error_Present
this is hard .	pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 adj|hard-S1 .	No_Error_Present
yeah where go put it ?	intj|yeah adv|where verb|go-Fin-Imp-S verb|put-Fin-S pron|it-Prs-Acc-S3 ?	No_Error_Present
I can [/-] you can tell Gareth (.) you [/] you can tell me what Gareth have .	pron|I-Prs-Nom-S1 pron|you-Prs-Nom-S2 aux|can-Fin-S verb|tell-Inf-S propn|Gareth pron|you-Prs-Nom-S2 aux|can-Fin-S verb|tell-Inf-S pron|I-Prs-Acc-S1 pron|what-Int-S1 propn|Gareth verb|have-Fin-Ind-Pres-S3 .	No_Error_Present
yeah (.) I won't tell him .	intj|yeah pron|I-Prs-Nom-S1 aux|will-Fin-S~part|not verb|tell-Inf-S pron|he-Prs-Acc-S3 .	No_Error_Present
you do (.) you brought him something !	pron|you-Prs-Nom-S2 aux|do-Fin-Ind-Pres-S2 pron|you-Prs-Nom-S2 verb|bring-Part-Past-S-irr pron|he-Prs-Acc-S3 pron|something-Ind-S1 !	No_Error_Present
and play a play again . 131205_136245	cconj|and verb|play-Fin-Imp-S det|a-Ind-Art noun|play-Acc adv|again .	No_Error_Present
and <they (a)re get it> [/] <get [!] it> [//] (.) I'm get [!] it . 167315_171375	cconj|and pron|I-Prs-Nom-S1~aux|be-Fin-Ind-Pres-S1 verb|get-Inf-S pron|it-Prs-Acc-S3 .	No_Error_Present
and (.) it in there . 180195_182875	cconj|and pron|it-Prs-Nom-S3 adp|in adv|there .	No_Error_Present
and br(ing) [?] doctor here and check . 358615_363015	cconj|and verb|bring-Fin-Imp-S noun|doctor-Acc adv|here cconj|and verb|check-Fin-Imp-S .	No_Error_Present
and that [!] said (.) he'd get it for <her> [//] the elephant . 46445_50505	cconj|and pron|that-Dem verb|say-Fin-Ind-Past-S3-irr pron|he-Prs-Nom-S3~aux|would-Fin-S verb|get-Inf-S pron|it-Prs-Acc-S3 adp|for det|the-Def-Art noun|elephant .	No_Error_Present
she was so proud to go get her balloon . 52325_55845	pron|she-Prs-Nom-S3 aux|be-Fin-Ind-Past-S3-irr adv|so adj|proud-S1 part|to verb|go-Inf-S verb|get-Inf-S pron|her-Prs-Gen-S3 noun|balloon-Acc .	No_Error_Present
(.) and it's like (.) she went [^ yeeha] . 84605_89325	cconj|and pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 sconj|like pron|she-Prs-Nom-S3 verb|go-Fin-Ind-Past-S3-irr .	No_Error_Present
then (.) it was so better (.) in the bandaid . 100305_104805	adv|then pron|it-Prs-Nom-S3 aux|be-Fin-Ind-Past-S3-irr adv|so adj|good-Cmp-S1 adp|in det|the-Def-Art noun|bandaid .	No_Error_Present
then (.) she fall down in a airplane . 124995_128095	adv|then pron|she-Prs-Nom-S3 verb|fall-Fin-Ind-Pres-S3 adp|down adp|in det|a-Ind-Art noun|airplane .	No_Error_Present
and she was so happy . 134695_136215	cconj|and pron|she-Prs-Nom-S3 aux|be-Fin-Ind-Past-S3-irr adv|so adj|happy-S1 .	No_Error_Present
then she was (.) so happy to get &-uh (.) her airplane . 142495_148455	adv|then pron|she-Prs-Nom-S3 aux|be-Fin-Ind-Past-S3-irr adv|so adj|happy-S1 part|to verb|get-Inf-S pron|her-Prs-Gen-S3 noun|airplane-Acc .	No_Error_Present
she wants her airplane back . 149615_153755	pron|she-Prs-Nom-S3 verb|want-Fin-Ind-Pres-S3 pron|her-Prs-Gen-S3 noun|airplane-Acc adv|back .	No_Error_Present
then (.) she wants it . 155455_157875	adv|then pron|she-Prs-Nom-S3 verb|want-Fin-Ind-Pres-S3 pron|it-Prs-Acc-S3 .	No_Error_Present
and <she wants> [//] (.) then (.) he will get it for her . 157785_163645	cconj|and adv|then pron|he-Prs-Nom-S3 aux|will-Fin-S verb|get-Inf-S pron|it-Prs-Acc-S3 adp|for pron|her-Prs-Acc-S3 .	No_Error_Present
<and sh> [//] (.) and he could reach it for her . 165665_168545	cconj|and pron|he-Prs-Nom-S3 aux|could-Fin-S verb|reach-Inf-S pron|it-Prs-Acc-S3 adp|for pron|her-Prs-Acc-S3 .	No_Error_Present
and thinks so he could . 169745_172145	cconj|and verb|think-Fin-Ind-Pres-S3 adv|so pron|he-Prs-Nom-S3 aux|could-Fin-S .	No_Error_Present
"and he gots [: has got] xxx [^ sounds like ""basmin""] and like a suit . 175235_179015"	cconj|and pron|he-Prs-Nom-S3 aux|have-Fin-Ind-Pres-S3 verb|get-Part-Past-S-irr cconj|and intj|like det|a-Ind-Art noun|suit-Acc .	No_Error_Present
and she was still happy . 190035_191735	cconj|and pron|she-Prs-Nom-S3 aux|be-Fin-Ind-Past-S3-irr adv|still adj|happy-S1 .	No_Error_Present
<and> [/] and this other was (.) mines . 193995_197055	cconj|and det|this-Def-Dem-Sing adj|other-S1 aux|be-Fin-Ind-Past-S3-irr noun|mine-Plur .	No_Error_Present
and that's the end . [+ bch] 198555_201015	cconj|and pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|end .	No_Error_Present
<the elephant um> [//] (.) they wanna make a sandcastle . 201915_209355	pron|they-Prs-Nom-P3 aux|wanna-Fin-Ind-Pres-P3 verb|make-Inf-Ind-Pres-P3 det|a-Ind-Art noun|sandcastle-Acc .	No_Error_Present
then (.) he messed it up for him . 216455_220035	adv|then pron|he-Prs-Nom-S3 verb|mess-Fin-Ind-Past-S3 pron|it-Prs-Acc-S3 adp|up adp|for pron|he-Prs-Acc-S3 .	No_Error_Present
and it (i)s so (..) beautiful . 221675_223995	cconj|and pron|it-Prs-Nom-S3 aux|be-Fin-Ind-Pres-S3 adv|so adj|beautiful-S1 .	No_Error_Present
and he was sad . 228055_231275	cconj|and pron|he-Prs-Nom-S3 aux|be-Fin-Ind-Past-S3-irr adj|sad-S1 .	No_Error_Present
and he was sad too . 232955_234455	cconj|and pron|he-Prs-Nom-S3 aux|be-Fin-Ind-Past-S3-irr adj|sad-S1 adv|too .	No_Error_Present
they wanna (.) get a balloon . 240695_245435	pron|they-Prs-Nom-P3 aux|wanna-Fin-Ind-Pres-P3 verb|get-Inf-S det|a-Ind-Art noun|balloon-Acc .	No_Error_Present
and the bunny rabbit was so happy today . 262575_267715	cconj|and det|the-Def-Art noun|bunny noun|rabbit aux|be-Fin-Ind-Past-S3-irr adv|so adj|happy-S1 noun|today .	No_Error_Present
and (.) they was so (.) pushing in (.) the case . 269235_275395	cconj|and pron|they-Prs-Nom-P3 aux|be-Fin-Ind-Past-S3-irr adv|so verb|push-Part-Pres-S adp|in det|the-Def-Art noun|case .	No_Error_Present
and they was so happy to go . 280675_283035	cconj|and pron|they-Prs-Nom-P3 aux|be-Fin-Ind-Past-S3-irr adv|so adj|happy-S1 part|to verb|go-Inf-S .	No_Error_Present
then he was so happy to go see her . 284315_288575	adv|then pron|he-Prs-Nom-S3 aux|be-Fin-Ind-Past-S3-irr adv|so adj|happy-S1 part|to verb|go-Inf-S verb|see-Inf-S pron|her-Prs-Acc-S3 .	No_Error_Present
and that (.) is the end . [+ bch] 290085_292225	cconj|and pron|that-Dem aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|end .	No_Error_Present
this is a balloon . 292985_297885	pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|balloon .	No_Error_Present
then he (i)s trying to pull it off . 306645_309225	adv|then pron|he-Prs-Nom-S3 aux|be-Fin-Ind-Pres-S3 verb|try-Part-Pres-S part|to verb|pull-Inf-S pron|it-Prs-Acc-S3 adp|off .	No_Error_Present
and him xxx [^ swing?] was flying <in> [/] in the sky . 313575_317375	cconj|and pron|he-Prs-Acc-S3 aux|be-Fin-Ind-Past-S3-irr verb|fly-Part-Pres-S adp|in det|the-Def-Art noun|sky .	No_Error_Present
and it was flying . 317895_318855	cconj|and pron|it-Prs-Nom-S3 aux|be-Fin-Ind-Past-S3-irr verb|fly-Part-Pres-S .	No_Error_Present
then (.) he gots [: has got] more balloons . 323275_326835	adv|then pron|he-Prs-Nom-S3 aux|have-Fin-Ind-Pres-S3 verb|get-Part-Past-S-irr adj|more-Cmp-S1 noun|balloon-Plur-Acc .	No_Error_Present
then (.) oh <wa> [//] lots of balloons today . 330825_334005	adv|then intj|oh noun|lot-Plur adp|of noun|balloon-Plur noun|today .	No_Error_Present
said (.) I wanna [^ wanna] have a balloon ! 341465_344765	verb|say-Fin-Ind-Past-S1-irr pron|I-Prs-Nom-S1 aux|wanna-Fin-Ind-Pres-S1 verb|have-Fin-Ind-Pres-S1 det|a-Ind-Art noun|balloon-Acc !	No_Error_Present
then he wants a balloon (.) and a balloon . 351685_354405	adv|then pron|he-Prs-Nom-S3 verb|want-Fin-Ind-Pres-S3 det|a-Ind-Art noun|balloon-Acc cconj|and det|a-Ind-Art noun|balloon .	No_Error_Present
then he wants a balloon . 355585_358025	adv|then pron|he-Prs-Nom-S3 verb|want-Fin-Ind-Pres-S3 det|a-Ind-Art noun|balloon-Acc .	No_Error_Present
and he (i)s so lucky to get a balloon . 362205_365505	cconj|and pron|he-Prs-Nom-S3 aux|be-Fin-Ind-Pres-S3 adv|so adj|lucky-S1 part|to verb|get-Inf-S det|a-Ind-Art noun|balloon-Acc .	No_Error_Present
and that (i)s the end . [+ bch] 367625_368925	cconj|and pron|that-Dem aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|end .	No_Error_Present
and the zebra do n(o)t has a owie . 144875_147135	cconj|and det|the-Def-Art noun|zebra aux|do-Fin-Ind-Pres-P3 part|not verb|have-Fin-Ind-Pres-S3 det|a-Ind-Art noun|owie-Acc .	No_Error_Present
&-uh it (i)s on . [+ bch]	pron|it-Prs-Nom-S3 aux|be-Fin-Ind-Pres-S3 adv|on .	No_Error_Present
what (i)s that sound ? [+ bch] 216645_219405	pron|what-Int-S1 aux|be-Fin-Ind-Pres-S3 det|that-Def-Dem-Sing noun|sound ?	No_Error_Present
what (i)s that sound in there . [+ bch] 221345_223885	pron|what-Int-S1 aux|be-Fin-Ind-Pres-S3 det|that-Def-Dem-Sing noun|sound adp|in adv|there .	No_Error_Present
they (a)re making it again . 344295_347275	pron|they-Prs-Nom-P3 aux|be-Fin-Ind-Pres-P3 verb|make-Part-Pres-S pron|it-Prs-Acc-S3 adv|again .	No_Error_Present
I said a carrot that (i)s it . [+ bch] 372205_375505	pron|I-Prs-Nom-S1 verb|say-Fin-Ind-Past-S1-irr det|a-Ind-Art noun|carrot-Acc pron|that-Rel aux|be-Fin-Ind-Pres-S3 pron|it-Prs-Nom-S3 .	No_Error_Present
fly away balloon . 455665_457745	verb|fly-Inf-S adv|away noun|balloon-Acc .	No_Error_Present
<is> [/] is like her . 189215_189715	aux|be-Fin-Ind-Pres-S3 adp|like pron|her-Prs-Acc-S3 .	No_Error_Present
it (i)s full . 230045_230965	pron|it-Prs-Nom-S3 aux|be-Fin-Ind-Pres-S3 adj|full-S1 .	No_Error_Present
is eating sandwich . 281055_282355	aux|be-Fin-Ind-Pres-S3 verb|eat-Part-Pres-S noun|sandwich-Acc .	No_Error_Present
is <drinking> [/] drinking juice . 285715_296755	aux|be-Fin-Ind-Pres-S3 verb|drink-Part-Pres-S noun|juice .	No_Error_Present
is xxx her . 301735_303855	aux|be-Fin-Ind-Pres-S3 pron|her-Prs-Acc-S3 .	No_Error_Present
is (.) <hur> [/] hurt ears . 325285_330345	aux|be-Fin-Ind-Pres-S3 verb|hurt-Part-Past-S-irr noun|ear-Plur .	No_Error_Present
is have balloon . 350135_350795	aux|be-Fin-Ind-Pres-S3 verb|have-Inf-S noun|balloon-Acc .	No_Error_Present
it (i)s fun . 364175_368875	pron|it-Prs-Nom-S3 aux|be-Fin-Ind-Pres-S3 adj|fun-S1 .	No_Error_Present
is &=um take it . 375965_376745	aux|be-Fin-Ind-Pres-S3 verb|take-Inf-S pron|it-Prs-Acc-S3 .	No_Error_Present
can n(o)t do it . 377245_383465	aux|can-Fin-S part|not verb|do-Inf-S pron|it-Prs-Acc-S3 .	No_Error_Present
it (i)s <g> [/] going up to s::ky . 385705_390145	pron|it-Prs-Nom-S3 aux|be-Fin-Ind-Pres-S3 verb|go-Part-Pres-S adp|up adp|to noun|sky .	No_Error_Present
it (i)s five dollars . 421275_422295	pron|it-Prs-Nom-S3 aux|be-Fin-Ind-Pres-S3 num|five noun|dollar-Plur .	No_Error_Present
<is> [/] <is> [//] (..) balloon is hold it . 423115_444735	noun|balloon aux|be-Fin-Ind-Pres-S3 verb|hold-Inf-S pron|it-Prs-Acc-S3 .	No_Error_Present
is here that doctor [^ pronounced 'dotger'] . 448645_450385	aux|be-Fin-Ind-Pres-S3 adv|here det|that-Def-Dem-Sing noun|doctor .	No_Error_Present
here balloon . 453285_457985	adv|here noun|balloon .	No_Error_Present
